"ID",Name,Address,Featured image,Bing Maps URL,Latitude,Longitude,Rating,Rating Info,Category,Open Hours,Price,Scraped At,Website,Phone,Social Medias,Facebook,Instagram,Twitter,Emails
ypid:YN8196x1807247818574198404,Iced Coffee Simply Original,49 Nguyễn Thiện Thuật Tân Lập Ward Nha Trang 650000 Khanh Hoa Province,https://www.bing.com/th?id=OLC.IpFCGzEw7BqHYg480x360&pid=Local,https://www.bing.com/maps?cp=12.237293243408203%7E109.19385528564453&lvl=17.0&q=Iced%20Coffee%20Simply%20Original%20%2C%2049%20Nguy%E1%BB%85n%20Thi%E1%BB%87n%20Thu%E1%BA%ADt%20T%C3%A2n%20L%E1%BA%ADp%20Ward%20Nha%20Trang%20650000%20Khanh%20Hoa%20Province,12.23729324,109.1938553,4,Facebook (564) - $$,,Open · Closes 10:15 PM,,2025-04-03T03:26:31.848Z,https://www.icedcoffee.vn/,0258 6262 666,"{""facebook"":""https://www.facebook.com/icedcoffee2460777/""}",https://www.facebook.com/icedcoffee2460777/,-- No Data --,-- No Data --,info@icedcoffee.vn
ypid:YN8196x3506431718721345650,Quan An Hong Duc,176 Hung Vuong Street Corner Nha Trang 650000 Khanh Hoa Province,https://www.bing.com/th?id=OLC.iiLz9d2VrMKhng480x360&pid=Local,https://www.bing.com/maps?cp=12.234386444091797%7E109.19584655761719&lvl=17.0&q=Quan%20An%20Hong%20Duc%20%2C%20176%20Hung%20Vuong%20Street%20Corner%20Nha%20Trang%20650000%20Khanh%20Hoa%20Province,12.23438644,109.1958466,,,,,,2025-04-03T03:26:31.848Z,https://www.facebook.com/people/Quan-an-Hong-Duc/100064001592436/,090 594 63 52,"{""facebook"":""https://www.facebook.com/people/quan-an-hong-duc/100064001592436/""}",https://www.facebook.com/people/quan-an-hong-duc/100064001592436/,-- No Data --,-- No Data --,-- No Data --
ypid:YN8196x258321796130734116,Cong Caphe,"23-25 Nguyễn Chánh, Lộc Thọ, TP. Nha Trang Nha Trang 650000 Khánh Hòa",https://www.bing.com/th?id=OLC.R3q6x2lQ0Roe0g480x360&pid=Local,https://www.bing.com/maps?cp=12.245555877685547%7E109.1932373046875&lvl=17.0&q=Cong%20Caphe%20%2C%2023-25%20Nguy%E1%BB%85n%20Ch%C3%A1nh%2C%20L%E1%BB%99c%20Th%E1%BB%8D%2C%20TP.%20Nha%20Trang%20Nha%20Trang%20650000%20Kh%C3%A1nh%20H%C3%B2a,12.24555588,109.1932373,4.5,Tripadvisor (106) - $$,,Open · Closes 11:30 PM,,2025-04-03T03:26:31.849Z,https://congcaphe.com/,091 179 11 46,"{""facebook"":""https://www.facebook.com/congcaphe/posts/nha-trang-n%e1%ba%afng-%c4%91%e1%ba%b9p-m%e1%bb%9di-b%e1%ba%a1n-t%e1%bb%9bi-xem-%ef%b8%8f-nha-trang-%c6%a1i-c%e1%bb%99ng-23-nguy%e1%bb%85n-ch%c3%a1nh-l%e1%bb%99c-th%e1%bb%8d-n/10158710211184005/""}",https://www.facebook.com/congcaphe/posts/nha-trang-n%e1%ba%afng-%c4%91%e1%ba%b9p-m%e1%bb%9di-b%e1%ba%a1n-t%e1%bb%9bi-xem-%ef%b8%8f-nha-trang-%c6%a1i-c%e1%bb%99ng-23-nguy%e1%bb%85n-ch%c3%a1nh-l%e1%bb%99c-th%e1%bb%8d-n/10158710211184005/,-- No Data --,-- No Data --,"info@congcaphe.com,congcaphe@greeneggfnb.com,korea@congcaphe.com,us@congcaphe.com"
ypid:YN8196x9231733556761094219,Mango Restaurant,"49 Nguyễn Thị Minh Khai, Tân Lập, Thành phố Nha Trang, Khánh Hòa 650000, Việt Nam",https://www.bing.com/th?id=OLC.shPcMPW+ah2pgg480x360&pid=Local,https://www.bing.com/maps?cp=12.238448143005371%7E109.1927490234375&lvl=17.0&q=Mango%20Restaurant%20%2C%2049%20Nguy%E1%BB%85n%20Th%E1%BB%8B%20Minh%20Khai%2C%20T%C3%A2n%20L%E1%BA%ADp%2C%20Th%C3%A0nh%20ph%E1%BB%91%20Nha%20Trang%2C%20Kh%C3%A1nh%20H%C3%B2a%20650000%2C%20Vi%E1%BB%87t%20Nam,12.23844814,109.192749,,,,Open · Closes 11 PM,,2025-04-03T03:26:31.849Z,https://www.facebook.com/crazymangovietnam/,097 154 62 27,-- No Data --,-- No Data --,-- No Data --,-- No Data --,-- No Data --
ypid:YN8196x3032019562583333047,Nhà hàng Ciao Vietnam,74 Nguyen Thien Thuat Street Nha Trang I- Provincia De Khanh Hoa,https://www.bing.com/th?id=OLC.YwSl8yde0hZ9nw480x360&pid=Local,https://www.bing.com/maps?cp=12.239127159118652%7E109.19354248046875&lvl=17.0&q=Nh%C3%A0%20h%C3%A0ng%20Ciao%20Vietnam%20%2C%2074%20Nguyen%20Thien%20Thuat%20Street%20Nha%20Trang%20I-%20Provincia%20De%20Khanh%20Hoa,12.23912716,109.1935425,,,,,,2025-04-03T03:26:31.850Z,,090 646 88 79,"{""facebook"":""https://www.facebook.com/ciaovietnamrestaurant/""}",https://www.facebook.com/ciaovietnamrestaurant/,-- No Data --,-- No Data --,-- No Data --
ypid:YN8196x17453905892240209404,Thao Nguyen Homestay,Nha Trang Night Market Nha Trang,https://www.bing.com/th?id=OLC.wriAZV+QFfO5Kw480x360&pid=Local,https://www.bing.com/maps?cp=12.2395601272583%7E109.19585418701172&lvl=17.0&q=Thao%20Nguyen%20Homestay%20%2C%20Nha%20Trang%20Night%20Market%20Nha%20Trang,12.23956013,109.1958542,4.5,Tripadvisor (208) - $$,,Closed · Opens 11 AM,,2025-04-03T03:26:31.850Z,,,"{""youtube"":""https://www.youtube.com/watch?v=kipripxeqlk""}",-- No Data --,-- No Data --,-- No Data --,-- No Data --
ypid:YN8196x15434547281337501882,Mia House,04 Trần Bình Trọng Nha Trang 650000 Khánh Hòa,https://www.bing.com/th?id=OLC.1cyriPHR8yZPWQ480x360&pid=Local,https://www.bing.com/maps?cp=12.243767738342285%7E109.1893539428711&lvl=17.0&q=Mia%20House%20%2C%2004%20Tr%E1%BA%A7n%20B%C3%ACnh%20Tr%E1%BB%8Dng%20Nha%20Trang%20650000%20Kh%C3%A1nh%20H%C3%B2a,12.24376774,109.1893539,,,,Open · Closes 10 PM,,2025-04-03T03:26:31.850Z,https://www.facebook.com/MiaHouse.nt/,090 192 86 79,-- No Data --,-- No Data --,-- No Data --,-- No Data --,-- No Data --
ypid:YN8196x8049196357593161844,The Square Restaurant,50 Đường Trần Phú Nha Trang 57106 Khanh Hoa,https://www.bing.com/th?id=OLC.l8u41tI/9TATkg480x360&pid=Local,https://www.bing.com/maps?cp=12.237824440002441%7E109.19683074951172&lvl=17.0&q=The%20Square%20Restaurant%20%2C%2050%20%C4%90%C6%B0%E1%BB%9Dng%20Tr%E1%BA%A7n%20Ph%C3%BA%20Nha%20Trang%2057106%20Khanh%20Hoa,12.23782444,109.1968307,4,Tripadvisor (39) - $$,,Open · Closes 10 PM,,2025-04-03T03:26:31.851Z,https://www.novotelnhatrang.com/,0258 6256 900,"{""facebook"":""https://www.facebook.com/khuphuchopabcentralsquare/"",""twitter"":""https://twitter.com/novotelnt"",""instagram"":""https://instagram.com/novotelnhatrang"",""youtube"":""https://www.youtube.com/channel/uc0fobghf3-9vna76y13a2dq""}",https://www.facebook.com/khuphuchopabcentralsquare/,https://instagram.com/novotelnhatrang,https://twitter.com/novotelnt,"H6033-RE@accor.com,cskh@novotelnhatrang.com"
ypid:YN8196x13975087219853136751,RuNam Bistro,"Tầng trệt tòa nhà The Costa Nha Trang, 32 - 34 Trần Phú, Lộc Thọ, Nha Trang, Khánh Hòa Khanh Hoa 650000 Khánh Hòa",https://www.bing.com/th?id=OLC.ehpt7L5/c56v3Q480x360&pid=Local,https://www.bing.com/maps?cp=12.244342803955078%7E109.19638061523438&lvl=17.0&q=RuNam%20Bistro%20%2C%20T%E1%BA%A7ng%20tr%E1%BB%87t%20t%C3%B2a%20nh%C3%A0%20The%20Costa%20Nha%20Trang%2C%2032%20-%2034%20Tr%E1%BA%A7n%20Ph%C3%BA%2C%20L%E1%BB%99c%20Th%E1%BB%8D%2C%20Nha%20Trang%2C%20Kh%C3%A1nh%20H%C3%B2a%20Khanh%20Hoa%20650000%20Kh%C3%A1nh%20H%C3%B2a,12.2443428,109.1963806,4,Tripadvisor (355) - $$,,Open · Closes 11 PM,,2025-04-03T03:26:31.851Z,https://caferunam.com/,0258 3523 186,"{""facebook"":""https://www.facebook.com/caferunam"",""instagram"":""https://www.instagram.com/caferunam"",""linkedin"":""https://www.linkedin.com/company/công-ty-cổ-phần-niso/?viewasmember=true""}",https://www.facebook.com/caferunam,https://www.instagram.com/caferunam,-- No Data --,"customerservice@niso.com.vn,hr@caferunam.com"
ypid:YN8196x1160101374028036069,Alley Cafe,61/15 hung vuong quan tran Nha Trang 650000 Khánh Hòa,https://www.bing.com/th?id=OLC.9RgQjxgxqPT6IA480x360&pid=Local,https://www.bing.com/maps?cp=12.235979080200195%7E109.19551086425781&lvl=17.0&q=Alley%20Cafe%20%2C%2061%2F15%20hung%20vuong%20quan%20tran%20Nha%20Trang%20650000%20Kh%C3%A1nh%20H%C3%B2a,12.23597908,109.1955109,4.5,Tripadvisor (70) - $$,,Open · Closes 11 PM,,2025-04-03T03:26:31.852Z,https://www.facebook.com/people/Alley-family-food-drink/100063728343192/,090 931 32 67,"{""facebook"":""https://www.facebook.com/people/alley-family-food-drink/100063728343192/""}",https://www.facebook.com/people/alley-family-food-drink/100063728343192/,-- No Data --,-- No Data --,palapanisiouannis@gmail.com
